nid,title,anyo_produccion,body_value
3496,"Cuando los santos vienen marchando",2004,"Cuando los santos vienen marchando es la historia de un gupo de niños de entre 7 y 13 años que forman parte  de una orquesta infantil de música clásica en Lugano, al sur de la ciudad de Buenos Aires. Ellos van y vienen entre Tchaikosky y calles de tierra, entre Schubert y la falta de agua, entre Beethoven y los conflictos familiares."
3503,"Buscando a Reynols",2004,"Documental sobre el grupo de música Reynols, que tiene varias particularidades. La más notoria es que uno de sus integrantes tiene Síndrome de Down. Otra particularidad es la de tener una vastísima discografía editada en los más disímiles rincones del planeta al mismo tiempo de ser prácticamente desconocidos en Argentina, su país de origen, donde sólo han editado un disco "desmaterializado", es decir una caja sin nada adentro."
3504,"La guerra de los gimnasios",2004,"Un joven extra de televisión, Ferdie Calvino, decide anotarse en el gimnasio de su barrio con un objetivo preciso: tener un cuerpo que provoque "miedo a los hombres y deseo a las mujeres". Pero una insólita e inexplicable guerra ha estallado entre los gimnasios de Hokamma y Chin Fu. Paralelamente, los extras de televisión en conjunto con los actores reclaman en las calles el pago de salarios atrasados. Ferdie se ve envuelto en las hostilidades del violento combate y termina siendo un elemento fundamental de la cruenta batalla que desnuda perversas e insospechadas alianzas."
3505,"Biutiful Cantri",0,"Largometraje documental que cuenta la historia argentina de los últimos 20 años con ironía."
3506,"La sangre brota",2008,"Arturo, un parsimonioso taxista de sesenta años, tiene que conseguir mil dólares en menos de 24 horas. Su hijo mayor, Ramiro, que se fugó de casa hace tres años, acaba de llamar desde Amsterdam pidiéndole ayuda urgente. Ese mismo día, Leandro, el hijo menor que aún vive con él, planea robarle sus ahorros, comprar una partida de drogas y huir a la costa para venderla en los boliches. Cuando el destino los enfrente, Arturo se transformará de nuevo en aquel hombre que obligó a Ramiro a fugarse tres años atrás."
3507,Voluntad,0,"Es un documental que cuenta la historia de un grupo de personas que con casi nada logran organizar el primer festival de bandas de rock en la estación de trenes de Membrillar."
3508,Viky,0,"Según su director, es una mezcla de ficción con documental, video hogareño y reality show."
3509,"Cándido López – Los campos de batalla",2005,"Es una película documental que destaca las consecuencias de la guerra de la Triple Alianza entre Brasil, Uruguay y Argentina contra Paraguay, usando como guía los cuadros pintados por Cándido López."
3510,"Bialet Massé, un siglo después",2006,"Un informe escrito en 1904 por Juan Bialet Massé (médico, abogado, ingeniero agrónomo, empresario, investigador y aventurero español) revela el abuso y la injusticia que sufrían en esos tiempos los trabajadores y nativos de un país de sudamérica: Argentina. Cien años más tarde y guiado por la voz de Bialet, el realizador sale a recorrer ese mismo país, para convivir con el pasado y el presente de un pueblo inmensamente rico y dominado."
3511,Miss,2016,"Robert Law tiene más de 30 años y vive obsesionado con la idea de dar su primer beso y de batir algún récord mundial, el que sea. Robert cuida temporalmente una casa de los suburbios de Buenos Aires. En una de sus salidas por la ciudad, Laura pisa accidentalmente su mano. Sin que ella lo sepa, Robert decide seguirla por las calles, y entablan una extraña amistad, por lo que decide que quiere batir algún récord con ella. Robert realiza un viaje iniciático en busca del amor a través de su realidad, sus fantasías y sus sueños."
3513,18-J,2004,"Largometraje compuesto por diez cortos de diez minutos cada uno. La película intenta homenajear a las víctimas al cumplirse diez años del atentado a la AMIA."
3514,"Hora cero",2002,"Documental que rescata la figura de Héctor Germán Oesterheld."
3516,"Las manos",2006,"Película inspirada en episodios de la vida del Padre Mario Pantaleo, un cura nacido en Pistoia, Italia, y radicado en la Argentina, que guiado por los misterios de la fe tenía "poderes" para diagnosticar y sanar enfermedades a traves de la imposición de manos."
3517,"Judíos en el espacio",2005,"Santiago se reencuentra con su prima Luciana, el gran amor de su infancia después de quince años sin verla. Sucede en vísperas de Pesaj (la Pascua Judía), cuando su abuelo intenta suicidarse y su familia decide dejar de lado sus diferencias. Pero la tregua familiar se quiebra porque la madre de Santiago la culpa a Luciana de la desaparición de una joya familiar. Para apaciguar los ánimos, Luciana y Santiago organizan una cena de Pesaj con toda la familia."
3518,"El séptimo día",2000,"Durante un Bar Mitzvah podrá cortarse la luz, pero no el festejo."
3522,"Lifting de corazón",2005,"Antonio, un prestigioso cirujano plástico español, casado y con dos hijos, viaja a un congreso en Buenos Aires con una asistente personal mucho más joven. Allí, los dos se sienten atraídos mutuamente y, luego de perder el avión de vuelta, se entregan a la pasión. Una vez vuelto a su país, debe decidir entre su esposa y su amante."
3524,"Variedades sonoras "Ariel" Nº 1 - Fonografía de S.I.D.E. - Mosaico criollo",1929,"Revista musical con cuatro números de géneros populares que se exhibía en los cines como complemento a la película."
3525,"Bajo las garras de la mafia",1933,"Film cordobés nunca estrenado en Buenos Aires pero sí en Córdoba y Chubut. Está basado en un hecho policial real, que fue el secuestro y posterior asesinato del joven Abel Ayerza, que formó parte de una ola de secuestros extorsivos durante la década del '30."
3526,Asesinos,1933,"Film rosarino nunca estrenado en Buenos Aires pero sí en Rosario. Está basado en un hecho policial real, que fue el secuestro y posterior asesinato del joven Abel Ayerza, que formó parte de una ola de secuestros extorsivos durante la década del '30."
3529,"Nietos (Identidad y memoria)",2004,"En un ámbito hogareño, cuatro abuelas tradicionales se presentan y nos cuentan acerca de sus respectivas familias. En sus ojos se puede vislumbrar una enorme tristeza, pero aún no nos confiesan la causa de ese dolor. A partir de este momento, el documental transita cronológicamente por los distintos momentos históricos a partir del comienzo del Golpe de Estado de 1976. Las imágenes de archivo hacen de soporte de esta explicación, sostenida también por los testimonios de estas mujeres que cuentan las razones y consecuencias de la desaparición de sus hijos."
3531,"Candabare. Fiesta del verano tardío",2001,"Documental sobre el carnaval en honor a la Tierra celebrado por trece comunidades guaraníes del ramal jujeño."
3532,"Palermo Hollywood",2004,"En un país corrompido por la pobreza, Pablo y Mario son mejores amigos y ladrones de barrio. A pesar de pertenecer a muy diferentes grupos sociales, los dos amigos se ayudan mutuamente efectuando pequeños delitos que le permiten a Pablo mantener su familia y a Mario independizarse de ella. En una vuelta del destino, y debido a cierta inocencia, los dos amigos se ven involucrados en un secuestro express que termina en tragedia, dañando así la amistad entre ellos. Esta tragedia gatilla y desenmascara una serie de eventos, entre ellos el romance entre Mario y Julieta, la hermana de Pablo. Esto termina por confrontarlos desatando sus verdaderos sentimientos de amor y odio, poniendo a prueba su verdadera lealtad e integridad."
3533,"Vio la luna... y compró un cementerio",2003,"El Dr. Vornoff, un científico sovietico, lidera una secta demoníaca que rinde culto al principe de las tinieblas. En esa secta (cuyo santuario estó en el sótano de un terrorífico videoclub)conviven una gran cantidad de seres atroces y repugnantes: hombres lobo, punks, zombies, androides y otros personajes infernales. Los sacrificios y las mutilaciones están a la orden del día, y sólo un grupo de héroes estan dispuestos a detener toda esta locura.
Gore, violencia, castraciones, nazis e incluso electroshocks son sólo una pequeña parte de esta película."
3534,Chon,2004,"Según su director: "Aparentemente es un western, porque es de hombres de a caballo y rifles, pero que esconde una intensa historia de amor entre un padre y un hijo, quien puede ser despojado de su tenencia. Un grupo de gauchos que son tomados por delincuentes y que por el auge del turismo por los glaciares se encargan de pasear turistas en cabalgatas guiadas." "
3536,"Como un avión estrellado",2005,"Nico vio al pasar a Luchi en el aeropuerto de Valdivia, Chile. El destino los vuelve a cruzar en Buenos Aires, donde Nico vive con su hermano mayor. Durante el film, intentará acercarse a Luchi, y revelará a cada momento su inexperiencia y sus inseguridades, que son las de todo adolescente."
3537,"Pescadores. La ciudad de los ojos cerrados",2004,"En los últimos años la costa argentina fue depredada por inescrupulosos políticos que vendieron concesiones y de a poco están exterminando una ciudad de 800.000 habitantes. Mar del Plata durante tres meses para el mundo es una ciudad turística, la del casino, la de las playas, la que cada ciudadano argentino conoce como "la Feliz". Los otros nueve meses Mar del Plata es su puerto, el pescado, pescadores, fileteros y cientos de miles de familias que viven de ellos."
3538,"Un año sin amor",2004,"Narra la vida de un joven escritor enfermo de sida, que pelea día a día contra su enfermedad. En esa batalla se introduce en prácticas sadomasoquistas, para a través del goce del dolor encontrar la fuerza para seguir viviendo y tratar de encontrar un amor verdadero."
3540,"Apocalípsis 13",2003,"En una Argentina saqueada por gobiernos corruptos, con imágenes documentales como leit motiv, aparecen Bautista Fasano y Mikaela Tellería, inmigrante piamontés él, vasca ella. Regresan de su lugar de reposo a observar las ruinas de lo que fue un país. Al mismo tiempo, Prometeo y Ganímedes se reencuentran y encarnan en jóvenes de hoy. Viven tratando de ayudar a sus hermanos a recuperar su dignidad. Acompañados por la mítica actriz Trinidad Guevara son capaces -como Evita y el Che- de ofrendar su vida por un mundo más justo."
3543,"Vivir en la ciudad",2006,"La verdadera protagonista es la ciudad, pero la historia la cuentan sus habitantes: las personas que trabajan, que estudian, que sienten. Estas personas tienen una vida tan común que terminamos por no verla. A ellas veremos vivir, con una vida pública y con otra privada, que desconocemos, pero que es tan importante como la primera."
3544,Rebelión,2003,"Documental sobre el Cordobazo."
3558,Afroargentinos,2002,"A cualquier argentino que se le pregunte dirá: en la Argentina no hay negros. Sin embargo en las costas de este país, al igual que en otros puertos de América Latina, desembarcaron cientos de miles de esclavos negros provenientes de África. Hoy, en la Argentina falazmente autodefinida <i>Blanca y Europea</i>, los descendientes de aquellos esclavos y el conjunto de inmigrantes de origen africano recientemente llegados son víctimas de la segregación racial en su forma más simple: se niega su existencia."
